"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2269695","334521","1002","0.61","1","1","","","","",""
"2269702","334525","1087","13.0","1","1","","","","",""
"2269700","334525","1092","94.0","1","1","","","","",""
"2269703","334525","1090","10.3","1","1","","","","",""
"2269704","334525","1095","0.6","1","1","","","","",""
"2269707","334525","1098","0.078","1","1","","","","",""
"2269706","334525","1101","0.403","1","1","","","","",""
"2269705","334525","1089","0.47","1","1","","","","",""
"2269699","334525","1093","329.0","1","1","","","","",""
"2269701","334525","1091","40.0","1","1","","","","",""
"2269710","334526","1004","1.97","1","1","","","","",""
"2269709","334526","1007","1.11","1","1","","","","",""
"2269708","334526","1002","0.5","1","1","","","","",""
"2269711","334526","1051","65.2","1","1","","","","",""
"2269712","334529","1093","509.0","1","1","","","","",""
"2269719","334529","1101","0.442","1","1","","","","",""
"2269718","334529","1089","0.47","1","1","","","","",""
"2269716","334529","1090","6.4","1","1","","","","",""
"2269714","334529","1091","32.0","1","1","","","","",""
"2269715","334529","1087","12.0","1","1","","","","",""
"2269717","334529","1095","0.68","1","1","","","","",""
"2269713","334529","1092","87.0","1","1","","","","",""
"2269720","334529","1098","0.102","1","1","","","","",""
"2269724","334530","1051","64.1","1","1","","","","",""
"2269722","334530","1007","1.39","1","1","","","","",""
"2269723","334530","1004","2.49","1","1","","","","",""
"2269721","334530","1002","0.55","1","1","","","","",""
"2269727","334534","1089","0.18","1","1","","","","",""
"2269728","334534","1098","0.078","1","1","","","","",""
"2269725","334534","1095","0.72","1","1","","","","",""
"2269730","334534","1091","35.0","1","1","","","","",""
"2269731","334534","1092","35.0","1","1","","","","",""
"2269726","334534","1101","0.468","1","1","","","","",""
"2269733","334534","1090","6.5","1","1","","","","",""
"2269732","334534","1087","7.0","1","1","","","","",""
"2269729","334534","1093","424.0","1","1","","","","",""
"2269737","334535","1051","53.0","1","1","","","","",""
"2269735","334535","1007","0.97","1","1","","","","",""
"2269736","334535","1004","3.24","1","1","","","","",""
"2269734","334535","1002","0.6","1","1","","","","",""
"2269823","334536","1196","2.2","1","1","","","2.3","","2013"
"2269830","334536","2016","1.0","","4","","","","",""
"2269806","334536","1301","0.005","3","1","0.005","0.006","0.005","","2013"
"2269813","334536","1014","0.0","3","1","0.0","0.0","0.0","","2013"
"2269812","334536","1180","5.5","1","1","","","5.5","","2013"
"2269831","334536","2018","0.123","","4","","","","",""
"2269805","334536","1316","0.998","3","1","0.805","1.2","0.986","","2013"
"2269808","334536","1272","0.0","3","1","0.0","0.0","0.0","","2013"
"2269835","334536","2024","0.0","","4","","","","",""
"2269821","334536","1197","1.3","1","1","","","1.3","","2013"
"2269810","334536","1089","0.46","12","1","0.18","1.03","0.45","","2013"
"2269837","334536","2026","0.001","","4","","","","",""
"2269832","334536","2020","0.0","","4","","","","",""
"2269826","334536","1330","0.005","","4","","","","",""
"2269834","334536","2023","0.0","","4","","","","",""
"2269814","334536","1075","0.0","3","1","0.0","0.0","0.0","","2013"
"2269824","334536","1199","0.0","1","1","","","0.0","","2013"
"2269809","334536","1273","0.008","3","1","0.007","0.009","0.007","","2013"
"2269807","334536","1264","0.012","3","1","0.01","0.013","0.012","","2013"
"2269836","334536","2025","0.0","","4","","","","",""
"2269828","334536","2010","0.001","","4","","","","",""
"2269811","334536","1198","0.2","1","1","","","0.2","","2013"
"2269815","334536","1013","0.0","3","1","0.0","0.0","0.0","","2013"
"2269825","334536","1063","0.62","","4","","","","",""
"2269820","334536","1194","1.5","1","1","","","1.5","","2013"
"2269829","334536","2012","0.006","","4","","","","",""
"2269816","334536","1002","0.61","12","1","0.5","0.83","0.6","","2013"
"2269817","334536","1335","0.0","3","1","0.0","0.0","0.0","","2013"
"2269818","334536","1414","0.0","3","1","0.0","0.0","0.0","","2013"
"2269833","334536","2022","0.002","","4","","","","",""
"2269838","334536","1085","2.22","","4","","","","",""
"2269827","334536","2009","0.0","","4","","","","",""
"2269822","334536","1195","0.5","1","1","","","0.5","","2013"
"2269819","334536","1334","0.0","3","1","0.0","0.0","0.0","","2013"
"2269782","334536","1008","174.0","","49","","","","",""
"2269741","334536","1280","0.0","3","1","0.0","0.0","0.0","","2013"
"2269744","334536","1312","0.0","3","1","0.0","0.0","0.0","","2013"
"2269788","334536","1106","22.0","","49","","","","",""
"2269772","334536","1267","0.009","3","1","0.008","0.01","0.008","","2013"
"2269764","334536","1406","0.0","3","1","0.0","0.0","0.0","","2013"
"2269765","334536","1292","0.588","","4","","","","",""
"2269803","334536","1404","0.118","3","1","0.099","0.151","0.104","","2013"
"2269786","334536","1101","0.428","12","1","0.249","0.569","0.426","","2013"
"2269778","334536","1092","69.0","12","1","35.0","102.0","64.0","","2013"
"2269789","334536","1107","128.0","1","1","","","128.0","","2013"
"2269753","334536","1098","0.086","12","1","0.054","0.118","0.085","","2013"
"2269799","334536","1062","729.0","","49","","","","",""
"2269777","334536","1087","11.0","12","1","4.0","16.0","12.0","","2013"
"2269802","334536","1409","0.0","3","1","0.0","0.0","0.0","","2013"
"2269776","334536","1123","103.0","1","1","","","103.0","","2013"
"2269750","334536","1411","0.0","3","1","0.0","0.0","0.0","","2013"
"2269739","334536","1263","0.0","3","1","0.0","0.0","0.0","","2013"
"2269748","334536","1333","0.0","3","1","0.0","0.0","0.0","","2013"
"2269781","334536","1005","32.5","","49","","","","",""
"2269766","334536","1293","1.13","","4","","","","",""
"2269792","334536","1114","0.0","","4","","","","",""
"2269746","334536","1323","0.001","3","1","0.001","0.001","0.001","","2013"
"2269784","334536","1011","0.12","3","1","0.07","0.2","0.1","","2013"
"2269754","334536","1259","0.0","3","1","0.0","0.0","0.0","","2013"
"2269793","334536","1120","0.0","1","1","","","0.0","","2013"
"2269762","334536","1276","0.0","3","1","0.0","0.0","0.0","","2013"
"2269770","334536","1265","0.346","3","1","0.303","0.369","0.366","","2013"
"2269742","334536","1300","0.002","3","1","0.002","0.002","0.002","","2013"
"2269755","334536","1260","0.0","3","1","0.0","0.0","0.0","","2013"
"2269794","334536","1122","3.0","1","1","","","3.0","","2013"
"2269773","334536","1271","0.002","3","1","0.001","0.004","0.002","","2013"
"2269740","334536","1278","0.0","3","1","0.0","0.0","0.0","","2013"
"2269797","334536","1012","0.12","3","1","0.07","0.2","0.1","","2013"
"2269757","334536","1299","0.0","3","1","0.0","0.001","0.0","","2013"
"2269798","334536","1258","0.493","","4","","","","",""
"2269763","334536","1277","0.006","3","1","0.005","0.007","0.006","","2013"
"2269760","334536","1306","0.005","3","1","0.004","0.006","0.006","","2013"
"2269749","334536","1405","0.0","3","1","0.0","0.0","0.0","","2013"
"2269779","334536","1095","0.69","12","1","0.6","0.78","0.68","","2013"
"2269767","334536","1313","0.001","3","1","0.001","0.001","0.001","","2013"
"2269775","334536","1111","0.0","1","1","","","0.0","","2013"
"2269783","334536","1010","0.37","3","1","0.2","0.5","0.4","","2013"
"2269790","334536","1108","38.0","1","1","","","38.0","","2013"
"2269796","334536","1093","361.0","12","1","215.0","509.0","356.0","","2013"
"2269791","334536","1112","0.0","1","1","","","0.0","","2013"
"2269752","334536","1090","9.7","12","1","6.4","13.8","10.2","","2013"
"2269771","334536","1266","0.112","3","1","0.094","0.122","0.12","","2013"
"2269743","334536","1303","0.0","3","1","0.0","0.0","0.0","","2013"
"2269785","334536","1051","59.3","12","1","52.8","65.2","60.0","","2013"
"2269768","334536","1314","0.007","3","1","0.004","0.01","0.006","","2013"
"2269747","334536","1329","0.004","","4","","","","",""
"2269761","334536","1311","0.002","3","1","0.001","0.003","0.003","","2013"
"2269787","334536","1105","10.0","1","1","","","10.0","","2013"
"2269745","334536","1317","0.0","3","1","0.0","0.0","0.0","","2013"
"2269804","334536","1315","0.574","3","1","0.49","0.624","0.608","","2013"
"2269758","334536","1304","0.004","3","1","0.003","0.004","0.004","","2013"
"2269801","334536","1007","1.13","12","1","0.71","1.49","1.14","","2013"
"2269738","334536","1261","0.0","3","1","0.0","0.0","0.0","","2013"
"2269769","334536","1321","0.005","3","1","0.005","0.006","0.005","","2013"
"2269751","334536","1257","0.009","","4","","","","",""
"2269774","334536","1110","0.0","1","1","","","0.0","","2013"
"2269756","334536","1262","0.0","3","1","0.0","0.0","0.0","","2013"
"2269795","334536","1091","44.0","12","1","28.0","63.0","46.0","","2013"
"2269780","334536","1004","3.19","12","1","1.34","6.44","2.95","","2013"
"2269800","334536","1003","3.84","","49","3.12","5.19","3.78","",""
"2269759","334536","1305","0.0","3","1","0.0","0.0","0.0","","2013"
"13338558","334536","2047","174","","1","","","","",""
"2269842","334539","1098","0.031","1","1","","","","",""
"2269845","334539","1101","0.189","1","1","","","","",""
"2269846","334539","1091","132.0","1","1","","","","",""
"2269847","334539","1092","152.0","1","1","","","","",""
"2269840","334539","1095","1.36","1","1","","","","",""
"2269841","334539","1087","134.0","1","1","","","","",""
"2269844","334539","1090","29.0","1","1","","","","",""
"2269843","334539","1089","1.2","1","1","","","","",""
"2269839","334539","1093","573.0","1","1","","","","",""
"2269848","334540","1253","22.0","1","1","","","","",""
"2269849","334541","1009","14.4","1","1","","","","",""
"2269850","334542","1079","2.4","1","1","","","","",""
"2269860","334543","1405","0.007","1","1","","","","",""
"2269861","334543","1299","0.006","1","1","","","","",""
"2269866","334543","1301","0.003","1","1","","","","",""
"2269886","334543","1411","0.011","1","1","","","","",""
"2269888","334543","1262","0.008","1","1","","","","",""
"2269874","334543","1266","0.86","1","1","","","","",""
"2269878","334543","1404","0.059","1","1","","","","",""
"2269887","334543","1311","0.01","1","1","","","","",""
"2269882","334543","1300","0.029","1","1","","","","",""
"2269880","334543","1313","0.042","1","1","","","","",""
"2269851","334543","1317","0.001","1","1","","","","",""
"2269864","334543","1303","0.003","1","1","","","","",""
"2269872","334543","1265","1.78","1","1","","","","",""
"2269881","334543","1271","0.034","1","1","","","","",""
"2269853","334543","1312","0.001","1","1","","","","",""
"2269868","334543","1278","0.002","1","1","","","","",""
"2269870","334543","1259","0.001","1","1","","","","",""
"2269889","334543","1406","0.008","1","1","","","","",""
"2269885","334543","1306","0.011","1","1","","","","",""
"2269875","334543","1314","0.177","1","1","","","","",""
"2269854","334543","1260","0.0","1","1","","","","",""
"2269865","334543","1321","0.003","1","1","","","","",""
"2269877","334543","1277","0.062","1","1","","","","",""
"2269869","334543","1272","0.002","1","1","","","","",""
"2269857","334543","1276","0.0","1","1","","","","",""
"2269859","334543","1263","0.007","1","1","","","","",""
"2269852","334543","1334","0.001","1","1","","","","",""
"2269871","334543","1315","3.11","1","1","","","","",""
"2269862","334543","1273","0.005","1","1","","","","",""
"2269858","334543","1305","0.0","1","1","","","","",""
"2269873","334543","1316","1.47","1","1","","","","",""
"2269876","334543","1264","0.106","1","1","","","","",""
"2269884","334543","1267","0.017","1","1","","","","",""
"2269855","334543","1335","0.0","1","1","","","","",""
"2269879","334543","1304","0.043","1","1","","","","",""
"2269863","334543","1280","0.005","1","1","","","","",""
"2269856","334543","1333","0.0","1","1","","","","",""
"2269867","334543","1261","0.002","1","1","","","","",""
"2269883","334543","1323","0.025","1","1","","","","",""
"2269890","334544","1051","62.1","1","1","","","","",""
"2269893","334544","1002","1.21","1","1","","","","",""
"2269891","334544","1004","9.12","1","1","","","","",""
"2269892","334544","1007","2.2","1","1","","","","",""
"2269899","334545","1075","0.0","1","1","","","","",""
"2269897","334545","1014","0.0","1","1","","","","",""
"2269894","334545","1012","0.18","1","1","","","","",""
"2269898","334545","1010","0.18","1","1","","","","",""
"2269895","334545","1011","0.0","1","1","","","","",""
"2269896","334545","1013","0.0","1","1","","","","",""
"2269905","334548","1090","26.7","1","1","","","","",""
"2269908","334548","1092","158.0","1","1","","","","",""
"2269901","334548","1095","0.93","1","1","","","","",""
"2269906","334548","1101","0.133","1","1","","","","",""
"2269907","334548","1091","158.0","1","1","","","","",""
"2269902","334548","1087","41.0","1","1","","","","",""
"2269900","334548","1093","475.0","1","1","","","","",""
"2269903","334548","1098","0.025","1","1","","","","",""
"2269904","334548","1089","0.7","1","1","","","","",""
"2269909","334549","1253","16.0","1","1","","","","",""
"2269910","334550","1009","12.4","1","1","","","","",""
"2269911","334551","1079","2.9","1","1","","","","",""
"2269912","334552","1051","67.5","1","1","","","","",""
"2269915","334552","1002","0.96","1","1","","","","",""
"2269914","334552","1007","1.62","1","1","","","","",""
"2269913","334552","1004","9.57","1","1","","","","",""
"2269917","334553","1011","0.0","1","1","","","","",""
"2269919","334553","1014","0.0","1","1","","","","",""
"2269916","334553","1012","0.18","1","1","","","","",""
"2269918","334553","1013","0.0","1","1","","","","",""
"2269920","334553","1010","0.18","1","1","","","","",""
"2269921","334553","1075","0.0","1","1","","","","",""
"2269950","334554","1301","0.002","1","1","","","","",""
"2269925","334554","1266","1.02","1","1","","","","",""
"2269930","334554","1313","0.051","1","1","","","","",""
"2269942","334554","1405","0.007","1","1","","","","",""
"2269932","334554","1271","0.033","1","1","","","","",""
"2269939","334554","1262","0.009","1","1","","","","",""
"2269953","334554","1335","0.001","1","1","","","","",""
"2269943","334554","1280","0.006","1","1","","","","",""
"2269928","334554","1277","0.064","1","1","","","","",""
"2269935","334554","1267","0.02","1","1","","","","",""
"2269929","334554","1404","0.064","1","1","","","","",""
"2269936","334554","1311","0.013","1","1","","","","",""
"2269941","334554","1406","0.009","1","1","","","","",""
"2269937","334554","1306","0.012","1","1","","","","",""
"2269949","334554","1261","0.002","1","1","","","","",""
"2269951","334554","1272","0.002","1","1","","","","",""
"2269954","334554","1317","0.001","1","1","","","","",""
"2269927","334554","1264","0.12","1","1","","","","",""
"2269926","334554","1314","0.18","1","1","","","","",""
"2269957","334554","1276","0.0","1","1","","","","",""
"2269924","334554","1316","1.62","1","1","","","","",""
"2269952","334554","1259","0.001","1","1","","","","",""
"2269956","334554","1333","0.0","1","1","","","","",""
"2269959","334554","1334","0.0","1","1","","","","",""
"2269931","334554","1304","0.045","1","1","","","","",""
"2269958","334554","1305","0.0","1","1","","","","",""
"2269923","334554","1265","2.04","1","1","","","","",""
"2269934","334554","1323","0.024","1","1","","","","",""
"2269940","334554","1263","0.009","1","1","","","","",""
"2269960","334554","1312","0.0","1","1","","","","",""
"2269944","334554","1299","0.005","1","1","","","","",""
"2269933","334554","1300","0.03","1","1","","","","",""
"2269938","334554","1411","0.011","1","1","","","","",""
"2269945","334554","1273","0.004","1","1","","","","",""
"2269948","334554","1278","0.003","1","1","","","","",""
"2269947","334554","1321","0.003","1","1","","","","",""
"2269946","334554","1303","0.003","1","1","","","","",""
"2269922","334554","1315","3.48","1","1","","","","",""
"2269955","334554","1260","0.0","1","1","","","","",""
"2269968","334559","1091","139.0","1","1","","","","",""
"2269963","334559","1087","68.0","1","1","","","","",""
"2269964","334559","1098","0.083","1","1","","","","",""
"2269965","334559","1089","0.92","1","1","","","","",""
"2269967","334559","1101","0.145","1","1","","","","",""
"2269961","334559","1093","414.0","1","1","","","","",""
"2269966","334559","1090","31.8","1","1","","","","",""
"2269962","334559","1095","1.47","1","1","","","","",""
"2269969","334559","1092","158.0","1","1","","","","",""
"2269970","334560","1253","21.0","1","1","","","","",""
"2269971","334561","1009","16.8","1","1","","","","",""
"2269972","334562","1079","3.1","1","1","","","","",""
"2269973","334563","1051","59.2","1","1","","","","",""
"2269974","334563","1004","10.9","1","1","","","","",""
"2269975","334563","1007","1.68","1","1","","","","",""
"2269976","334563","1002","1.29","1","1","","","","",""
"2269980","334564","1011","0.0","1","1","","","","",""
"2269979","334564","1012","0.18","1","1","","","","",""
"2269978","334564","1075","0.0","1","1","","","","",""
"2269981","334564","1013","0.0","1","1","","","","",""
"2269977","334564","1010","0.18","1","1","","","","",""
"2269982","334564","1014","0.0","1","1","","","","",""
"2269983","334565","1404","0.077","1","1","","","","",""
"2270019","334565","1266","0.786","1","1","","","","",""
"2269991","334565","1306","0.018","1","1","","","","",""
"2269992","334565","1311","0.011","1","1","","","","",""
"2269996","334565","1263","0.007","1","1","","","","",""
"2269990","334565","1323","0.022","1","1","","","","",""
"2270016","334565","1315","3.4","1","1","","","","",""
"2269998","334565","1301","0.006","1","1","","","","",""
"2270006","334565","1259","0.001","1","1","","","","",""
"2270012","334565","1335","0.0","1","1","","","","",""
"2269999","334565","1405","0.005","1","1","","","","",""
"2270010","334565","1272","0.001","1","1","","","","",""
"2270004","334565","1303","0.002","1","1","","","","",""
"2270009","334565","1312","0.001","1","1","","","","",""
"2270011","334565","1260","0.0","1","1","","","","",""
"2269987","334565","1304","0.034","1","1","","","","",""
"2270001","334565","1299","0.004","1","1","","","","",""
"2270015","334565","1305","0.0","1","1","","","","",""
"2269984","334565","1277","0.06","1","1","","","","",""
"2270021","334565","1264","0.084","1","1","","","","",""
"2270014","334565","1276","0.0","1","1","","","","",""
"2269986","334565","1271","0.036","1","1","","","","",""
"2270002","334565","1278","0.003","1","1","","","","",""
"2269994","334565","1406","0.008","1","1","","","","",""
"2269985","334565","1313","0.037","1","1","","","","",""
"2270007","334565","1317","0.001","1","1","","","","",""
"2270018","334565","1265","1.79","1","1","","","","",""
"2270013","334565","1333","0.0","1","1","","","","",""
"2269988","334565","1267","0.025","1","1","","","","",""
"2269993","334565","1411","0.01","1","1","","","","",""
"2270005","334565","1321","0.002","1","1","","","","",""
"2270008","334565","1334","0.001","1","1","","","","",""
"2270020","334565","1314","0.139","1","1","","","","",""
"2269997","334565","1273","0.007","1","1","","","","",""
"2269995","334565","1262","0.007","1","1","","","","",""
"2270000","334565","1280","0.005","1","1","","","","",""
"2270017","334565","1316","2.81","1","1","","","","",""
"2269989","334565","1300","0.024","1","1","","","","",""
"2270003","334565","1261","0.002","1","1","","","","",""
"2270022","334574","1093","425.0","1","1","","","","",""
"2270030","334574","1092","113.0","1","1","","","","",""
"2270025","334574","1098","0.055","1","1","","","","",""
"2270028","334574","1101","0.13","1","1","","","","",""
"2270027","334574","1090","26.4","1","1","","","","",""
"2270024","334574","1087","112.0","1","1","","","","",""
"2270026","334574","1089","0.88","1","1","","","","",""
"2270029","334574","1091","113.0","1","1","","","","",""
"2270023","334574","1095","1.24","1","1","","","","",""
"2270031","334575","1253","23.0","1","1","","","","",""
"2270032","334576","1009","15.0","1","1","","","","",""
"2270033","334577","1079","2.6","1","1","","","","",""
"2270034","334578","1051","61.0","1","1","","","","",""
"2270035","334578","1004","9.23","1","1","","","","",""
"2270036","334578","1007","1.81","1","1","","","","",""
"2270037","334578","1002","1.54","1","1","","","","",""
"2270042","334579","1010","0.18","1","1","","","","",""
"2270041","334579","1014","0.0","1","1","","","","",""
"2270038","334579","1012","0.18","1","1","","","","",""
"2270039","334579","1011","0.0","1","1","","","","",""
"2270043","334579","1075","0.0","1","1","","","","",""
"2270040","334579","1013","0.0","1","1","","","","",""
"2270059","334580","1265","1.85","1","1","","","","",""
"2270058","334580","1315","3.13","1","1","","","","",""
"2270047","334580","1272","0.003","1","1","","","","",""
"2270064","334580","1404","0.091","1","1","","","","",""
"2270073","334580","1311","0.013","1","1","","","","",""
"2270081","334580","1280","0.006","1","1","","","","",""
"2270046","334580","1278","0.003","1","1","","","","",""
"2270065","334580","1277","0.06","1","1","","","","",""
"2270054","334580","1333","0.0","1","1","","","","",""
"2270071","334580","1267","0.019","1","1","","","","",""
"2270048","334580","1261","0.002","1","1","","","","",""
"2270053","334580","1260","0.0","1","1","","","","",""
"2270074","334580","1411","0.012","1","1","","","","",""
"2270067","334580","1313","0.044","1","1","","","","",""
"2270080","334580","1405","0.006","1","1","","","","",""
"2270072","334580","1306","0.017","1","1","","","","",""
"2270060","334580","1316","1.72","1","1","","","","",""
"2270052","334580","1259","0.0","1","1","","","","",""
"2270049","334580","1317","0.002","1","1","","","","",""
"2270079","334580","1273","0.006","1","1","","","","",""
"2270075","334580","1406","0.009","1","1","","","","",""
"2270056","334580","1305","0.0","1","1","","","","",""
"2270062","334580","1314","0.161","1","1","","","","",""
"2270066","334580","1304","0.045","1","1","","","","",""
"2270044","334580","1321","0.003","1","1","","","","",""
"2270050","334580","1335","0.001","1","1","","","","",""
"2270077","334580","1263","0.008","1","1","","","","",""
"2270057","334580","1312","0.0","1","1","","","","",""
"2270070","334580","1323","0.026","1","1","","","","",""
"2270055","334580","1276","0.0","1","1","","","","",""
"2270082","334580","1303","0.003","1","1","","","","",""
"2270051","334580","1334","0.001","1","1","","","","",""
"2270045","334580","1301","0.003","1","1","","","","",""
"2270068","334580","1271","0.039","1","1","","","","",""
"2270078","334580","1299","0.006","1","1","","","","",""
"2270076","334580","1262","0.008","1","1","","","","",""
"2270063","334580","1264","0.109","1","1","","","","",""
"2270061","334580","1266","0.964","1","1","","","","",""
"2270069","334580","1300","0.03","1","1","","","","",""
"2270088","334587","1090","22.3","1","1","","","","",""
"2270089","334587","1101","0.144","1","1","","","","",""
"2270086","334587","1098","0.058","1","1","","","","",""
"2270083","334587","1093","539.0","1","1","","","","",""
"2270090","334587","1091","104.0","1","1","","","","",""
"2270084","334587","1095","1.05","1","1","","","","",""
"2270091","334587","1092","171.0","1","1","","","","",""
"2270085","334587","1087","76.0","1","1","","","","",""
"2270087","334587","1089","0.92","1","1","","","","",""
"2270092","334588","1167","1.81","1","1","","","","",""
"2270093","334589","1103","13.6","1","1","","","","",""
"2270094","334590","1175","0.135","1","1","","","","",""
"2270096","334591","1120","99.0","1","1","","","","",""
"2270098","334591","1123","196.0","1","1","","","","",""
"2270095","334591","1108","0.0","1","1","","","","",""
"2270099","334591","1122","105.0","1","1","","","","",""
"2270097","334591","1107","195.0","1","1","","","","",""
"2270100","334592","1105","1.0","1","1","","","","",""
"2270107","334593","1126","5.87","1","1","","","","",""
"2270101","334593","1109","0.85","1","1","","","","",""
"2270103","334593","1125","0.04","1","1","","","","",""
"2270106","334593","1131","0.02","1","1","","","","",""
"2270105","334593","1127","0.56","1","1","","","","",""
"2270108","334593","1130","0.21","1","1","","","","",""
"2270104","334593","1129","0.01","1","1","","","","",""
"2270102","334593","1128","0.11","1","1","","","","",""
"2270114","334594","1217","0.29","1","1","","","","",""
"2270110","334594","1216","0.08","1","1","","","","",""
"2270121","334594","1222","0.42","1","1","","","","",""
"2270125","334594","1223","0.68","1","1","","","","",""
"2270113","334594","1221","0.21","1","1","","","","",""
"2270124","334594","1213","0.63","1","1","","","","",""
"2270109","334594","1210","0.08","1","1","","","","",""
"2270126","334594","1224","1.24","1","1","","","","",""
"2270115","334594","1227","0.3","1","1","","","","",""
"2270119","334594","1219","0.35","1","1","","","","",""
"2270123","334594","1214","0.54","1","1","","","","",""
"2270111","334594","1215","0.19","1","1","","","","",""
"2270122","334594","1220","0.43","1","1","","","","",""
"2270117","334594","1225","0.31","1","1","","","","",""
"2270112","334594","1218","0.2","1","1","","","","",""
"2270118","334594","1212","0.31","1","1","","","","",""
"2270116","334594","1211","0.31","1","1","","","","",""
"2270120","334594","1226","0.37","1","1","","","","",""
"2270127","334595","1253","22.0","1","1","","","","",""
"2270128","334596","1009","9.3","1","1","","","","",""
"2270129","334597","1079","2.1","1","1","","","","",""
"2270145","334598","1306","0.024","1","1","","","","",""
"2270154","334598","1299","0.009","1","1","","","","",""
"2270161","334598","1301","0.004","1","1","","","","",""
"2270158","334598","1280","0.006","1","1","","","","",""
"2270151","334598","1259","0.012","1","1","","","","",""
"2270168","334598","1312","0.001","1","1","","","","",""
"2270139","334598","1333","0.0","1","1","","","","",""
"2270152","334598","1273","0.01","1","1","","","","",""
"2270148","334598","1267","0.02","1","1","","","","",""
"2270144","334598","1300","0.026","1","1","","","","",""
"2270166","334598","1334","0.001","1","1","","","","",""
"2270130","334598","1315","3.07","1","1","","","","",""
"2270149","334598","1262","0.019","1","1","","","","",""
"2270140","334598","1276","0.0","1","1","","","","",""
"2270147","334598","1263","0.02","1","1","","","","",""
"2270150","334598","1311","0.016","1","1","","","","",""
"2270167","334598","1278","0.001","1","1","","","","",""
"2270131","334598","1316","2.19","1","1","","","","",""
"2270142","334598","1271","0.035","1","1","","","","",""
"2270157","334598","1261","0.007","1","1","","","","",""
"2270153","334598","1260","0.009","1","1","","","","",""
"2270143","334598","1313","0.034","1","1","","","","",""
"2270135","334598","1314","0.149","1","1","","","","",""
"2270165","334598","1317","0.001","1","1","","","","",""
"2270156","334598","1411","0.009","1","1","","","","",""
"2270137","334598","1277","0.055","1","1","","","","",""
"2270163","334598","1335","0.001","1","1","","","","",""
"2270133","334598","1266","0.83","1","1","","","","",""
"2270136","334598","1264","0.123","1","1","","","","",""
"2270164","334598","1305","0.001","1","1","","","","",""
"2270155","334598","1406","0.009","1","1","","","","",""
"2270138","334598","1272","0.001","1","1","","","","",""
"2270159","334598","1405","0.005","1","1","","","","",""
"2270141","334598","1304","0.054","1","1","","","","",""
"2270132","334598","1265","1.78","1","1","","","","",""
"2270146","334598","1323","0.021","1","1","","","","",""
"2270162","334598","1321","0.003","1","1","","","","",""
"2270160","334598","1303","0.004","1","1","","","","",""
"2270134","334598","1404","0.217","1","1","","","","",""
"2270169","334599","1170","0.35","1","1","","","","",""
"2270171","334600","1004","10.2","1","1","","","","",""
"2270173","334600","1002","1.17","1","1","","","","",""
"2270172","334600","1007","2.21","1","1","","","","",""
"2270170","334600","1051","69.8","1","1","","","","",""
"2270174","334601","1166","0.06","1","1","","","","",""
"2270178","334602","1075","0.0","1","1","","","","",""
"2270179","334602","1012","0.35","1","1","","","","",""
"2270176","334602","1013","0.0","1","1","","","","",""
"2270175","334602","1011","0.0","1","1","","","","",""
"2270180","334602","1010","0.33","1","1","","","","",""
"2270177","334602","1014","0.0","1","1","","","","",""
"2270181","334603","1165","0.04","1","1","","","","",""
"2270182","334604","1178","0.12","1","1","","","","",""
"2270183","334605","1183","2.7","1","1","","","","",""
"2270184","334605","1185","7.6","1","1","","","","",""
"2270185","334609","1093","412.0","1","1","","","","",""
"2270188","334609","1098","0.05","1","1","","","","",""
"2270191","334609","1101","0.377","1","1","","","","",""
"2270192","334609","1091","72.0","1","1","","","","",""
"2270186","334609","1095","1.13","1","1","","","","",""
"2270193","334609","1092","157.0","1","1","","","","",""
"2270189","334609","1089","0.57","1","1","","","","",""
"2270187","334609","1087","19.0","1","1","","","","",""
"2270190","334609","1090","20.9","1","1","","","","",""
"2270194","334610","1167","0.78","1","1","","","","",""
"2270195","334611","1103","6.1","1","1","","","","",""
"2270196","334612","1175","0.128","1","1","","","","",""
"2270199","334613","1107","31.0","1","1","","","","",""
"2270197","334613","1108","0.0","1","1","","","","",""
"2270198","334613","1120","17.0","1","1","","","","",""
"2270201","334613","1122","65.0","1","1","","","","",""
"2270200","334613","1123","24.0","1","1","","","","",""
"2270202","334614","1105","0.0","1","1","","","","",""
"2270206","334615","1129","0.0","1","1","","","","",""
"2270209","334615","1126","2.38","1","1","","","","",""
"2270204","334615","1128","0.02","1","1","","","","",""
"2270203","334615","1109","0.2","1","1","","","","",""
"2270205","334615","1125","0.01","1","1","","","","",""
"2270210","334615","1130","0.06","1","1","","","","",""
"2270208","334615","1131","0.12","1","1","","","","",""
"2270207","334615","1127","0.19","1","1","","","","",""
"2270216","334616","1212","0.18","1","1","","","","",""
"2270221","334616","1226","0.23","1","1","","","","",""
"2270218","334616","1211","0.19","1","1","","","","",""
"2270213","334616","1215","0.14","1","1","","","","",""
"2270228","334616","1224","0.83","1","1","","","","",""
"2270214","334616","1218","0.14","1","1","","","","",""
"2270212","334616","1216","0.07","1","1","","","","",""
"2270211","334616","1210","0.04","1","1","","","","",""
"2270220","334616","1219","0.21","1","1","","","","",""
"2270219","334616","1227","0.19","1","1","","","","",""
"2270227","334616","1223","0.43","1","1","","","","",""
"2270222","334616","1225","0.24","1","1","","","","",""
"2270215","334616","1221","0.14","1","1","","","","",""
"2270223","334616","1222","0.28","1","1","","","","",""
"2270226","334616","1213","0.37","1","1","","","","",""
